post_id,title,price,neighborhood,map_address,street_address,latitude,longitude,data_accuracy,posted,updated,repost_dates,available,housing_type,bedrooms,bathrooms,laundry,parking,sqft,flooring,rent_period,app_fee,broker_fee,cats_ok,dogs_ok,no_smoking,furnished,wheelchair_access,AC,EV_charging,posting_body,images,url
7507941453,Income Restrictions - Open Waitlist - Central Air - Utilities Included,25,"Niles, OH",213 Royal Mall Drive,213 Royal Mall Drive,41.201661,-80.744175,10,2022-07-12 14:49,2022-07-26 09:44,[],2022-12-30,apartment,1,1.0,laundry on site,off-street parking,613,NA,monthly,NA,NA,NA,NA,True,NA,NA,NA,NA,"['Royal Mall Apartments & Townhomes', '213 Royal Mall Drive', 'Niles, OH 44446', 'P:', 'show contact info', '***', 'WAITLIST / INCOME RESTRICTIONS ***', 'Our community offers 1-bedroom apartments all the way to 3-bedroom townhomes.', 'Your new homes offer many features such as; hardwood flooring, central air, security cameras, and a swimming pool.', 'We also pay UTILITIES!', 'CALL US TODAY to make it your new home!', 'Royal Mall Apartments & Townhomes is an income-restricted community.', 'The rental amount is determined based on income.', 'Contact our on-site management team to get more information or set up a visit to your new home!', '***', 'WAITLIST / INCOME RESTRICTIONS ***', '1BR/1 Bath 580-613sq.', 'ft. - $RENT BASED OF INCOME*', '2BR/1.5 Bath 880-996sq.ft - $RENT BASED OF INCOME*', '3BR/1.5 Bath 1000-1116sq.', 'ft. - $RENT BASED OF INCOME*', 'Call Office for Information on Availability*', '_____________________________________________', 'APARTMENT AMENITIES:', 'Central Air', 'Hardwood Flooring', 'New Windows', 'Gas Cooking', 'Refrigerator', 'Stove', '*UTILITIES INCLUDED* Call the office for more information', 'COMMUNITY AMENITIES:', 'Online Payment System', 'On-site Day Care', 'On-site Parking', 'Swimming Pool', 'Laundry Facilities', '3 Playgrounds', 'Security Cameras', 'Public Transportation', 'Eastwood Mall', 'PET POLICY:', 'No Pets Allowed', 'WHO ELSE CAN OFFER YOU ALL THIS?', 'CALL US AT', 'show contact info', 'OFFICE HOURS:', 'Monday - Friday:', 'By Appointment Only', 'Saturday: Currently Not Available', 'A Vesta Community', 'Equal Housing Opportunity', 'Pricing and availability are subject to change daily.', 'Photos may not be of the exact advertised apartment.', 'Please contact us today for the most up-to-date information!', 'Apartment Apartments 2 Bedroom Apartment 3 Bedroom Apartment 2 bedroom apartment 3 bedroom apartment Three bedroom three bedroom 2&3 bedroom apartment 2&3 Bedroom Apartment 2 bedroom 3 bedroom Two Bedroom two bedroom 2 Bed Room 3 Bed Room 1 bedroom apartments one bedroom apartments 1 Bedroom apartments 1 Bedroom Apartments One Bedroom Apartments One Bedroom apartments One Bedroom Apartments 2 bedroom apartments 2 Bedroom apartments 2 Bedroom Apartments Two Bedroom Apartments Two bedroom apartments two bedroom apartments Two Bedroom apartments Three Bedroom Apartments three bedroom apartments Three Bedroom apartments 3 bedroom apartments 3 Bedroom apartments Three Bedroom Apartment three bedroom apartment', 'Three Bedroom apartment 3 bedroom apartment 3 Bedroom apartment 2&3 Bedroom Apartments']","['https://images.craigslist.org/00F0F_bHuatvMtZudz_07q05z_600x450.jpg', 'https://images.craigslist.org/01313_aN4KfwoaMPdz_0kB0dH_600x450.jpg', 'https://images.craigslist.org/00909_1tYX9xV8Lhzz_0kB0dH_600x450.jpg', 'https://images.craigslist.org/00B0B_kAlWFXNYvqyz_0kB0dH_600x450.jpg', 'https://images.craigslist.org/00Q0Q_3WcLMzSm818z_0aA0dH_600x450.jpg', 'https://images.craigslist.org/00n0n_k65Qa4VmYyZz_0aA0dH_600x450.jpg', 'https://images.craigslist.org/00n0n_iGkaJR58rpkz_04J04Q_600x450.jpg']",https://cleveland.craigslist.org/apa/d/niles-income-restrictions-open-waitlist/7507941453.html
7494075582,"The Hair Loft, Public Transportation Available, Anthea Spa",2050,"27040 Cedar Road, Beachwood, OH",27040 Cedar Road,27040 Cedar Road,41.4701,-81.5232,5,2022-06-08 18:07,2022-06-20 21:07,[],2022-06-08,apartment,2,1.5,laundry in bldg,attached garage,1035,NA,monthly,NA,NA,True,True,True,NA,NA,True,NA,"['Life at The Vantage is like nothing else in northeastern Ohio!', 'Our resort-like apartment community is ideally located a short drive from downtown Cleveland and just off I-271, making it getting around the Cleveland area easy.', 'Convenience is key at The Vantage, with Beachwood Place shopping mall located directly across the street and the Cleveland Clinic just minutes away.', 'Property Amenities:', 'The Hair Loft', 'Recreational Areas', 'Heated Underground Walkways', 'Heated Garages', 'Indoor and Outdoor Pool', 'Public Transportation Available', 'Eyeware at The Vantage', 'Clubhouse and Monthly Resident Events', 'Swerve Grille', 'Intercoms', 'Gated Community with Controlled Access', 'Anthea Spa', 'Call Us Today!', 'show contact info', 'For more information, visit us at: <URL>', '*Pricing and availability are subject to change daily.', 'Photos may not be of your exact home.', 'Please contact us today for the most up to date information!', 'Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.']","['https://images.craigslist.org/01616_ewcxCWdrDyPz_0hK0mb_600x450.jpg', 'https://images.craigslist.org/00909_4h8ST4pT43Hz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/01616_2n8NeZyGjEmz_0gw0b1_600x450.jpg', 'https://images.craigslist.org/00s0s_i37tBpEmO65z_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00k0k_1uR8856WFImz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00z0z_391SJ6oXIx2z_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00K0K_bjX6qkBV6siz_0gw0b0_600x450.jpg', 'https://images.craigslist.org/00p0p_3KINJQRTbzyz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/01616_1IUuCXxeITVz_0bi08u_600x450.jpg', 'https://images.craigslist.org/00U0U_eDQhjZ7t7XWz_0oc0oj_600x450.jpg']",https://cleveland.craigslist.org/apa/d/beachwood-the-hair-loft-public/7494075582.html
7502148042,Exceptionally beautiful Dupklex home in the GATED community !!,650,NA,NA,NA,NA,NA,NA,2022-06-28 06:18,NA,[],NA,apartment,1,1.0,w/d in unit,attached garage,800,NA,monthly,NA,NA,True,True,NA,True,NA,NA,NA,"['Fantastic Price for this Dupklex, which features 1 Bdrm, 1 Bath Apartments, each with Living Room, Dining Room and Kitchen!', 'This home is rich in elegant features and is in immaculate condition.', 'Light, neutral colors, cool marble floors, plantation shutters, granite countertops, stainless steel appliances.....Sliding glass doors from the family room lead to the covered lanai and brick pavered pool area.', 'The outdoor views are PRISTINE overlooking the pond and vast conservation area.', 'No rear neighbors!', 'Lawn service and pool service provided.', 'Excellent schools!', 'Property available for immediate occupancy.', 'One small dog will be considered with non-refundable pet fee.', 'Absolutely no']",NA,https://cleveland.craigslist.org/apa/d/exceptionally-beautiful-dupklex-home-in/7502148042.html
7500105793,"Swerve Grille, Clubhouse and Monthly Resident Events, The Hair Loft",1479,NA,27040 Cedar Road,27040 Cedar Road,41.4701,-81.5232,5,2022-06-23 08:54,2022-07-22 04:35,[],2022-06-23,apartment,1,1.0,laundry on site,off-street parking,820,NA,daily,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Life at The Vantage is like nothing else in northeastern Ohio!', 'Our resort-like apartment community is ideally located a short drive from downtown Cleveland and just off I-271, making it getting around the Cleveland area easy.', 'Convenience is key at The Vantage, with Beachwood Place shopping mall located directly across the street and the Cleveland Clinic just minutes away.', 'Property Amenities:', 'Swerve Grille', 'Clubhouse and Monthly Resident Events', 'Anthea Spa', 'Indoor and Outdoor Pool', 'Gated Community with Controlled Access', 'Recreational Areas', 'Heated Underground Walkways', 'Heated Garages', 'Eyeware at The Vantage', 'Public Transportation Available', 'The Hair Loft', 'Pilates Studio', 'Call Us Today!', 'show contact info', 'For more information, visit us at: <URL>', '*Pricing and availability are subject to change daily.', 'Photos may not be of your exact home.', 'Please contact us today for the most up to date information!', 'Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.']","['https://images.craigslist.org/00m0m_402msVQY4nrz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/01717_vRtBF3jukrz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00h0h_g4eXomSyVnHz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00g0g_9UpdHgf5NSdz_0hK0bO_600x450.jpg', 'https://images.craigslist.org/00O0O_e0o9tGqQ5Fzz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00p0p_8OUqXb35688z_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00H0H_lPb1pBifLqOz_0gw0b0_600x450.jpg', 'https://images.craigslist.org/00k0k_hLLiVTbQzjZz_0hK0bO_600x450.jpg', 'https://images.craigslist.org/00E0E_5ehV644Xl13z_0bi08u_600x450.jpg', 'https://images.craigslist.org/00101_7Z4gPupHYnfz_0oc0oj_600x450.jpg']",https://cleveland.craigslist.org/apa/d/beachwood-swerve-grille-clubhouse-and/7500105793.html
7484267204,4 bed single with appliances,1800,Tremont,NA,NA,41.468823,-81.694901,5,2022-07-01 11:16,2022-07-25 15:09,['2022-07-01 11:16'],NA,house,4,1.0,laundry on site,off-street parking,NA,NA,monthly,NA,NA,True,True,NA,NA,NA,NA,NA,"['Available Friday July 29th for rent and showings.', '4 bed single in Tremont.', '4th bed currently being used as office with wall mounted desks.', 'Huge backyard all fenced with driveway gate.', 'All appliances less than a year old.', 'No section 8 CMHA will consider Eden.', 'Pets ok', 'No Previous Evictions']","['https://images.craigslist.org/00i0i_5Ri6LIUNNJvz_03S05a_600x450.jpg', 'https://images.craigslist.org/00F0F_kdcC2dS0JXzz_05a03S_600x450.jpg', 'https://images.craigslist.org/00L0L_begFnbt8kRhz_05O07K_600x450.jpg', 'https://images.craigslist.org/00g0g_6Djlvm4hefYz_05a03S_600x450.jpg', 'https://images.craigslist.org/00J0J_aC70Vo3y2LPz_05O07K_600x450.jpg']",https://cleveland.craigslist.org/apa/d/cleveland-bed-single-with-appliances/7503492038.html
7502737138,Updated Tremont Historic District Efficiency incl. water & electricity,1100,Cleveland (Tremont Historic District,Kenilworth near W 10,Kenilworth ,41.479043,-81.687778,5,2022-07-21 17:16,2022-07-28 15:54,['2022-07-21 17:16'],NA,apartment,1,1.0,laundry in bldg,off-street parking,NA,NA,monthly,NA,NA,NA,NA,True,NA,NA,NA,NA,"['THIS IS AN ABSOLUTELY AWESOME LUXURY STYLE EFFICIENCY UNIT IN TREMONT YOU WILL ABSOLUTELY LOVE WITH ELECTRIC, WATER AND SEWER INCLUDED.', 'IT IS AN INCREDIBLE ONE OF A KIND UNIT WITH ONE OF THE BEST ADDRESSES AND LOCATIONS IN TOWN - in the midst of the historic district of the Tremont neighborhood of Cleveland ideally located in the midst of all the really cool places to shop, eat and play!', ' Price includes water and sewer and electricity.', ' Tenant pays for gas utility only.', ' This Awesome Updated unit has a large bedroom with gorgeous hardwood floors, nice sized walk in closet, French doors, a fireplace feature, and a large eat-in Kitchen with updated kitchen cabinets, counters, beautiful ceramic tile, updated bathroom,  ceramic floors, nice woodwork,  new windows throughout, ceiling fans - it truly is a MUST see!', 'The Kitchen has loads of  cabinets, updated bathroom, right in the heart of Tremont a block from Lincoln Park, doors away from Civilization, Literary Café, and just a couple blocks to all the great eateries and hip boutique shops and galleries on Professor Avenue, etc., As well as just several blocks to hop on the Tow Path for even more fun! .....................', 'Great Curb appeal, with off street parking!', 'All appliances included, washer and dryer on-site, high efficiency furnace and brand new vinyl clad windows for the energy minded resident!', 'Please contact via email of this ad and share with us your name and phone number ad we will contact you to share more information.']",NA,https://cleveland.craigslist.org/apa/d/cleveland-updated-tremont-historic/7511727634.html
6807774561,Royalwood Apartments (see us at www.ApartmentGuide.com),952,North Royalton,"5301 Royalwood Rd, A100","5301 Royalwood Rd, A100",41.321412,-81.723201,10,2022-06-17 15:08,2022-06-17 15:08,['2022-06-17 15:08'],2022-08-01,apartment,2,1.0,laundry in bldg,off-street parking,850,NA,monthly,NA,NA,True,True,NA,NA,NA,True,NA,"['Royalwood Apartments', '5301 Royalwood Road #100', 'Cleveland, OH\xa0\xa044133', 'Royalwood Apartments', 'Call Today:', 'show contact info', '1 - 2 BD / 1.0 BA', '$952.00 - $1092.00', '(per month)', 'Deposit: 2 months', 'Square Footage: 700 - 1245 sq.ft.', 'Our community is conveniently located near North Royalton schools, new YMCA, new library, and plenty of shopping.', ' Property grounds feature picnic areas.', "" Units include the following great amenities: central air and heat, wall to wall carpeting, spacious floor plan, and large 12' x 12' decks."", ' Contact us to check availability.', 'Lease Description', '12-Month, 24-Month', 'Directions', 'Please Call', 'Apartment Pricing', '850', 'Beds:', '2', 'Full Baths:', '1', 'Half Baths:', '0', 'Sq ft:', '850', 'Rent:', '952-992', 'Per Month', '950', 'Beds:', '2', 'Full Baths:', '1', 'Half Baths:', '0', 'Sq ft:', '950', 'Rent:', '1092', 'Per Month', '1201', 'Beds:', '2', 'Full Baths:', '1', 'Half Baths:', '0', 'Sq ft:', '1245', 'Rent:', '1142', 'Per Month', 'Deposit:', '2 months', 'Apartment Features', 'Air Conditioning', 'Balcony', 'Cable Ready', 'Ceiling Fan(s)', 'Dishwasher', 'Hardwood Flooring', 'Microwave', 'New/Renovated Interior', 'Oversized Closets', 'Deck', 'Garbage Disposal', 'Patio', 'Refrigerator', 'Community Features', 'Covered Parking', 'Emergency Maintenance', 'Extra Storage', 'Garage', 'High Speed Internet Access', 'Laundry Facility', 'Controlled Access', 'On Site Maintenance', 'On Site Management', 'Special Features', 'Cats Allowed', '$330.00 Refundable pet deposit - 2 pet max', 'Dogs Allowed', '$40.00 per month dog - $330.00 Refundable pet deposit - 2 pet max', 'Other Features', ""Large 12' x 12' decks"", 'Extra large bathroom', 'Fully Carpeted', '24 hour emergency maintenance', 'Central Heat and Air Conditioning', 'Fully Equipped Kitchens', 'Controlled Remote Access', 'Picnic Area', 'Close to North Royalton schools and shopping', 'Public Transportation', 'Senior Discount', 'Office Hours', 'Sunday:', 'Monday:', '9:00-5:00', 'Tuesday:', '9:00-5:00', 'Wednesday:', '9:00-5:00', 'Thursday:', '9:00-5:00', 'Friday:', '9:00-5:00', 'Saturday:']",NA,https://cleveland.craigslist.org/apa/d/north-royalton-royalwood-apartments-see/7497809947.html
7486146720,1 BED Available June Move In Special 300.00 off!!,720,Garfield Heights,valley lane drive near Rockside,valley lane drive ,41.402889,-81.608988,20,2022-06-27 09:14,NA,['2022-06-27 09:14'],NA,apartment,1,1.0,laundry in bldg,off-street parking,NA,NA,monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['JUNE MOVE IN SPECIAL!!!', '$300.00 OFF MOVE IN FEE ..UNTIL 30TH', 'Rockside Place Apartments', 'CALL US:', 'show contact info', 'Copy & Paste the Link', 'Below to Send Us an Email through our Website:', '<URL>', 'Rockside Place Apartments in Garfield Heights offers affordable apartment living with great community amenities.', 'All throughout Rockside Place Apartments, residents will find fantastic services that include twenty-four-hour maintenance, on-site management, convenient laundry on-site, ample parking, and additional storage spaces.', 'Rockside Place Apartments also has a great selection of one-, two and three-bedroom apartment homes for rent.', 'These homes come with individual climate controls, mini blinds, washer and dryers in every building, linen closets, and air conditioning.', 'Rockside Place Apartments is in a quiet neighborhood and is within proximity to popular Garfield shopping plaza and dining establishments.', 'If you are ready to live in this beautiful community, stop by Rockside Place Apartments Today!!!!!!!', 'Floor Plan Options', '•\t1 Bed 1 Bath starting from $690.00', '•\t2 Bed 1 Bath starting from $750.00', '•\t2 Bed 2 Bath starting from $850.00', 'Property Amenities', '•\tNear Public Transit', '•\tOnsite Laundry', '•\t24/7 Emergency Maintenance', '•\tShopping Plaza', 'Lease Terms:', '12 month', 'Pet Policy:', 'Cats and Dogs are allowed.', 'Pet friendly.', 'Call for details.', 'Office Hours', '•\tMonday – Thursday: 9am – 6pm', '•\tFriday: 9:00am – 5:00pm', '•\tSaturday: Closed', '•\tSunday: open the first Sunday of every month', 'CALL US TODAY!', 'show contact info', 'Rockside Place Apartments', '12205 Valley Lane Drive', 'Garfield Heights, Ohio ,44125', 'PROPERTY WEBSITE:', '<URL>', 'EQUAL HOUSING OPPORTUNITY']","['https://images.craigslist.org/00a0a_4wbE5eLf88kz_0ak07K_600x450.jpg', 'https://images.craigslist.org/00C0C_aFtk9eoXzCBz_0ak07K_600x450.jpg', 'https://images.craigslist.org/00y0y_6FOuIsCTxGEz_0ak07K_600x450.jpg', 'https://images.craigslist.org/00909_fw9nLvD28lKz_0ak07K_600x450.jpg', 'https://images.craigslist.org/00G0G_eANq1nlRxVdz_0ie0jv_600x450.jpg']",https://cleveland.craigslist.org/apa/d/cleveland-bed-available-june-move-in/7501734080.html
7308859702,Room for rent 450 dollars maple hts,450,Maple Hts,NA,NA,41.4105,-81.5603,22,2022-06-30 10:08,2022-07-28 14:35,['2022-06-30 10:08'],2022-07-11,apartment,1,1.0,w/d in unit,detached garage,NA,NA,monthly,NA,NA,NA,NA,NA,NA,NA,True,NA,"['Nice Clean Room for rent 450 dollars a month 100 deposit Queen size bed must have own TV no Drugs or alcohol proof of income please call Debbi', 'show contact info', '$100 deposit no text please call thank you', 'show contact info', 'central air']",NA,https://cleveland.craigslist.org/apa/d/maple-heights-room-for-rent-450-dollars/7503052477.html
7513685189,CLEVELAND 3 BEDROOM REHAB,850,NORTH GREEN,NA,NA,41.5277,-81.5323,22,2022-07-26 15:04,2022-07-29 08:52,[],2022-09-30,house,3,1.0,w/d hookups,off-street parking,975,NA,monthly,NA,NA,True,True,NA,NA,NA,True,NA,"['3 BEDROOM, 1 BATH', 'HOUSE IS UNDERGOING RENOVATION (interior pictures are examples of our work) --NEW', 'KITCHEN, NEW BATH, CENTRAL AIR, NICE LARGE YARD', 'This house is being offered for home ownership, there are many programs available through the government to help new home owners with little to no money down!', 'Sorry no section 8', 'visit <URL>', 'CALL US AT', 'show contact info']","['https://images.craigslist.org/00r0r_k5kVKPhTuFHz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00q0q_99oZ1rdQOuiz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00d0d_33sYSPp17MTz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00202_fXYWpqNuzSz_0CI0t2_600x450.jpg', 'https://images.craigslist.org/00M0M_iN1yG2xk0Umz_09G06Y_600x450.jpg', 'https://images.craigslist.org/00V0V_4Riv5aYL8gtz_09G072_600x450.jpg']",https://cleveland.craigslist.org/apa/d/cleveland-cleveland-bedroom-rehab/7513685189.html
7161128398,Blending Relaxation & Sophistication to Create the Ideal Place. Harbor,864,Euclid,NA,NA,41.6025,-81.5258,22,2022-08-01 16:01,NA,['2022-08-01 16:01'],NA,apartment,2,1.0,laundry in bldg,attached garage,940,NA,monthly,"$35 application fee-credit, rental history and criminal background check",NA,True,NA,NA,NA,NA,True,NA,"['Living at Harbor Crest On The Lake Is Like Living On a Vacation Resort!!', 'I currently have 2 bedrooms available with a nice walk-in closet, newer appliances and carpet, and a spectacular view of the lake.', 'Our 2-bedroom suites are $887.', 'Wake up to spectacular views of gorgeous sunrises and say good night to brilliant sunsets over Lake Erie.', 'Along with an amazing list of community amenities, we also offer the added convenience of online rental payment and maintenance requests.', 'Visit Harbor Crest and we know you will agree - it is just what you are looking for!', 'We understand how tedious the moving process can be and we are dedicated to making it as smooth as possible for you.', 'Feel free to log onto www (dot) HarborCrestAPTS (dot) com and view our floor plans, take a virtual tour, and even use the furniture arranger to see how beautiful your furniture will look in suite unit number.']","['https://images.craigslist.org/00404_6Er2WHEdZxjz_0ew09G_600x450.jpg', 'https://images.craigslist.org/00b0b_cStPNyPX9Txz_0t20jm_600x450.jpg', 'https://images.craigslist.org/00U0U_kad2wiiSvhDz_0ew09G_600x450.jpg', 'https://images.craigslist.org/00303_4WXZbq1n6U5z_0ew09G_600x450.jpg', 'https://images.craigslist.org/00J0J_7N6VB6LrI2Qz_0ew09G_600x450.jpg', 'https://images.craigslist.org/00v0v_koLfIpaFYsqz_07K07K_600x450.jpg']",https://cleveland.craigslist.org/apa/d/euclid-blending-relaxation/7516104064.html
7514545924,"The Hair Loft, Anthea Spa, Gated Community with Controlled Access",2341,"27040 Cedar Road, Beachwood, OH",27040 Cedar Road,27040 Cedar Road,41.4701,-81.5232,5,2022-07-28 16:07,2022-08-01 17:04,[],2022-07-28,apartment,3,2.5,laundry in bldg,attached garage,1300,NA,daily,NA,NA,True,True,True,NA,NA,True,NA,"['Life at The Vantage is like nothing else in northeastern Ohio!', 'Our resort-like apartment community is ideally located a short drive from downtown Cleveland and just off I-271, making it getting around the Cleveland area easy.', 'Convenience is key at The Vantage, with Beachwood Place shopping mall located directly across the street and the Cleveland Clinic just minutes away.', 'Property Amenities:', 'Anthea Spa', 'Clubhouse and Monthly Resident Events', 'Recreational Areas', 'Heated Underground Walkways', 'Public Transportation Available', 'Swerve Grille', 'Heated Garages', 'Pilates Studio', 'The Hair Loft', 'Sauna and Whirlpool Spa', 'Eyeware at The Vantage', 'Gated Community with Controlled Access', 'Call Us Today!', 'show contact info', 'For more information, visit us at: <URL>', '*Pricing and availability are subject to change daily.', 'Photos may not be of your exact home.', 'Please contact us today for the most up to date information!', 'Professionally managed by GoldOller Real Estate Investments, a provider of Fair Housing and Equal Opportunity.']","['https://images.craigslist.org/00X0X_kPuJEMtpYIEz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00p0p_47Z6l0MV4MHz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00505_k6akDz5moRrz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00h0h_14hBuwQwWdRz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00f0f_gNncqpYc1M7z_0gw0b1_600x450.jpg', 'https://images.craigslist.org/00202_5YgMH98mrKhz_0hK0bO_600x450.jpg', 'https://images.craigslist.org/00W0W_gFt2CKL8N2iz_0hK0bO_600x450.jpg', 'https://images.craigslist.org/00d0d_8UcPiu7Kkguz_0hK0bP_600x450.jpg', 'https://images.craigslist.org/00P0P_6kPl8cWsQ0Oz_0bi074_600x450.jpg', 'https://images.craigslist.org/00y0y_agVzJKOsaKKz_0oc0oj_600x450.jpg']",https://cleveland.craigslist.org/apa/d/beachwood-the-hair-loft-anthea-spa/7514545924.html
7514979030,"Two Bedroom, Two Bathroom apartment for rent++",650,Cleveland,NA,NA,36.2553,-96.423,22,2022-07-29 16:57,NA,[],NA,apartment,2,2.0,w/d hookups,off-street parking,NA,NA,monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Two Bedroom, Two Bathroom apartment for rent.', 'Located just outside of downtown, Kohls and all the downtown restaurants, bars and shopping.', 'Private off street parking and on street available.', '1st Floor unit with one big master bedroom with walk in closet, small second bedroom, large living room, large dining room & office as well as a kitchen and bathroom.', 'Washer and dryer in building (free).', 'Landlord pays water, sewer, trash, snow removal and grass mowing.', 'Secure building, safe area.', 'OK PETS, OK SMOKING.', 'Landlord  pays heat, electric and cable/internet.', '$650 per month rent .', 'Must pass criminal background, credit check, previous landlord checks, income verification and other background checks.', 'Unit is unfurnished and has gas heat.', 'Text:']","['https://images.craigslist.org/00p0p_6DPI9uZkXy4z_09i06n_600x450.jpg', 'https://images.craigslist.org/00p0p_6DPI9uZkXy4z_09i06n_600x450.jpg']",https://cleveland.craigslist.org/apa/d/cleveland-two-bedroom-two-bathroom/7514979030.html
7511741790,2 Family house down,995,Aspinwall,NA,NA,41.5636,-81.5733,22,2022-07-21 17:48,NA,[],2022-07-21,house,2,1.0,w/d hookups,off-street parking,NA,NA,monthly,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['2 Family house down for rent:', 'Recently remodeled, harewood floors, modern bath, throughout near shopping library churches public transportation,']",NA,https://cleveland.craigslist.org/apa/d/cleveland-family-house-down/7511741790.html
7476299762,3433 West 50th #Up Rear,775,Cleveland,NA,NA,41.4735,-81.7398,22,2022-07-05 13:43,NA,['2022-07-05 13:43'],2022-07-05,duplex,3,1.0,no laundry on site,street parking,NA,NA,monthly,$40,NA,NA,NA,NA,NA,NA,NA,NA,"['Holton-Wise is one of the largest rental property providers in the Cleveland area.', ""If you'd like to see more information on all of our available and upcoming properties; including full interior video tours and drone footage of the property and surrounding neighborhood as well as our application process:"", 'Text', 'show contact info', 'Text to schedule a showing TODAY!!!', 'Kitchen Appliances Included !!!', 'Laundry on Site', 'Very Spacious Unit', 'Close to Parks and Schools', 'Close to Shopping and Dinning', 'Close to City Pool and Rec Center', 'Great Highway Access', 'Great Access to Mass Transit', 'Wood trim throughout unit', 'Hardwood floors', 'Fresh Paint throughout Unit', 'Garage Parking Space', 'Ample off street parking', 'Application fee $40 per adult.', 'No prior Evictions', 'Tenant pays gas/electric.', 'Landlord pays water/sewer/garbage']",NA,https://cleveland.craigslist.org/apa/d/cleveland-3433-west-50th-up-rear/7505015769.html
7511524495,NO DEPSOIT REQUIRED !!!! PET FRIENDLY!,1445,Shaker Heights,15715 Van Aken Blvd,15715 Van Aken Blvd,41.4701,-81.5232,22,2022-07-21 10:26,NA,[],2022-07-21,apartment,2,1.5,laundry in bldg,attached garage,1100,NA,monthly,NA,NA,True,True,True,NA,NA,True,NA,"['Apply to become a Member of our newly remodeled community here at Aristocrat - Aspiring to Antastafae', 'If you are tired of looking for an apartment and wish to live where you’re really receiving service at Home, pay us a visit!', 'At Aristocrat - Aspiring to Antastafae we provide enhanced quality of life and offer luxury style homes that will suit your needs.', 'Freedom of choice is another benefit of living here, we offer the freedom to select your choice of paint colors allowing you to make your home, yours!', 'We invite you to apply for Membership today!', 'We are pet friendly too!', 'Ask about our no restrictions pet policy today!', 'We offer a variety of services here for our Members as well, ask about our exclusive programs not seen anywhere else!', 'No deposit required']",NA,https://cleveland.craigslist.org/apa/d/beachwood-no-depsoit-required-pet/7511524495.html
